ad_name,creative_url,ad_id,,,Has Traits?
Whiteboard_ClickyStateBrand_Cost_IMG_LearnMore_,,120229990892160563,,,Whiteboard_ClickyStateBrand_Cost_IMG_LearnMore_
Whiteboard_ClickyStateBrand_EnergyBills_IMG_LearnMore_,,120229990892190563,,,Whiteboard_ClickyStateBrand_EnergyBills_IMG_LearnMore_
Whiteboard_ClickyStateBrand_Offers_IMG_LearnMore_,https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/512261879_1734031000819861_289641535304417243_n.png?stp=dst-jpg_tt6&_nc_cat=110&ccb=1-7&_nc_sid=890911&_nc_ohc=3fAKxcgCkhYQ7kNvwFjxW26&_nc_oc=AdmhyeQqJs_kej_xFuVGZvci4IhRH5GcpQ_99sZ448jDq7uX2GxzmOONRLEusHqkk8o&_nc_zt=1&_nc_ht=scontent-iad3-1.xx&edm=AAT1rw8EAAAA&_nc_gid=noF-w9YNWFGWnotm3q7Y9Q&oh=00_AfaNXFrwcIPhCfndQDsq3iNeirB7snEnpAlfC2fo1szM8w&oe=68C4B43B,120229990892200563,,,Whiteboard_ClickyStateBrand_Offers_IMG_LearnMore_
Whiteboard_ClickyStateBrand_Upgrade_IMG_LearnMore_,https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/513072266_1816381535593356_6792188745186520911_n.png?stp=dst-jpg_tt6&_nc_cat=102&ccb=1-7&_nc_sid=890911&_nc_ohc=jQ-qQo0CkhwQ7kNvwE_t82X&_nc_oc=Admn3Q80pVi2YZe2pjkS06HIu6FWOZGuVNi-Mv28LN69gBMQhCRXT95JXQSQXoIJwCk&_nc_zt=1&_nc_ht=scontent-iad3-1.xx&edm=AAT1rw8EAAAA&_nc_gid=Q3u44ukLEqbDAJ-ccX7jng&oh=00_AfYm81fTv_Sx5CHyiuvmYWivNd8UVRKq7Z77SvnGidcqYg&oe=68C49E8E,120229990892180563,,,Whiteboard_ClickyStateBrand_Upgrade_IMG_LearnMore_
Whiteboard_deviousdan_Cost_HereswhatXshouldcostyouin2025_IMG_LearnMore_,https://scontent-ord5-2.xx.fbcdn.net/v/t45.1600-4/516919008_1432354884559642_4279669136817153941_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=890911&_nc_ohc=xz9GmbuC2lkQ7kNvwFni9dn&_nc_oc=Adm_G6BNoSzLNmZ2nSMZsEZemYJ4UQSG3Vvjx9NY4weZGEVYejvomr15Gw04q0S2CA4&_nc_zt=1&_nc_ht=scontent-ord5-2.xx&edm=AAT1rw8EAAAA&_nc_gid=-nzt9ywiaAPs0ecidsR1fQ&oh=00_Afc-uT8ILgpEDNE-Qap4C0ED7SgtOZA1jUAEjRIOzC-pcw&oe=68ED437C,120233798573750563,,,Whiteboard_deviousdan_Cost_HereswhatXshouldcostyouin2025_IMG_LearnMore_
Whiteboard_justgarry_Cost_HereswhatXshouldcostyouin2025_IMG_LearnMore_,https://scontent-ord5-2.xx.fbcdn.net/v/t45.1600-4/516828554_3815186032105150_8275536644047281952_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=890911&_nc_ohc=wG-TKAFeTAQQ7kNvwGe-wbN&_nc_oc=AdloSYrsID3UcPLGrq6MjtofZYBxwgR0lM6_pLfTFyhtDRhhCe3xZGn_Wru8dLGA89o&_nc_zt=1&_nc_ht=scontent-ord5-2.xx&edm=AAT1rw8EAAAA&_nc_gid=-nzt9ywiaAPs0ecidsR1fQ&oh=00_AfdTd7jtt7JYTazpPiNp8NHqxcpdzdnlLxz9tkDCvAIVxg&oe=68ED1ACF,120233798573830563,,,Whiteboard_justgarry_Cost_HereswhatXshouldcostyouin2025_IMG_LearnMore_
d:Ad|c:Windows|b:NonBranded|s:Internal|ty:Image|st:Clicky|f:LuxWindowsMountains,,120233473449300563,,,d:Ad|c:Windows|b:NonBranded|s:Internal|ty:Image|st:Clicky|f:LuxWindowsMountains
d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:B&A|f:BOGOBNPLV1,https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/545446815_818145697216340_6599409071113371078_n.png?stp=dst-jpg_tt6&_nc_cat=107&ccb=1-7&_nc_sid=890911&_nc_ohc=1a3n7BcGaXMQ7kNvwGyrgml&_nc_oc=AdlY5bcJrKMvMX834COdgl-v1lwDfxPHWJWGJ4quGHUbiqEwU95mwQyK_yCqSezkWL0&_nc_zt=1&_nc_ht=scontent-iad3-1.xx&edm=AAT1rw8EAAAA&_nc_gid=es8HgccMdx2_JRUw-BDKtQ&oh=00_AfbI1OVdXoOU-jHd-1eX-QzBgDNpC5p3LmQQa7NXuLmYBg&oe=68D8C6B6,120233730228500563,,,d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:B&A|f:BOGOBNPLV1
d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Clicky|f:CostV1,https://scontent-ord5-1.xx.fbcdn.net/v/t45.1600-4/511734098_1955130175233245_5101499800319309626_n.png?stp=dst-jpg_tt6&_nc_cat=111&ccb=1-7&_nc_sid=890911&_nc_ohc=Puml0JBqTS0Q7kNvwEkdpfv&_nc_oc=AdnHopKVS2tTkrSoqWB_b06uOVZkdok_RyIt32X5zUkyJ-kzeUfrlcJqGeTdIOnRTg0&_nc_zt=1&_nc_ht=scontent-ord5-1.xx&edm=AAT1rw8EAAAA&_nc_gid=RV13n_kPjFphu6hn9MZT6g&oh=00_Afc-1u4SIgbQo_zUgMfH8EniiL2ckRYkaZBv3hgvg0eiwg&oe=68ED4ABD,120234738665970563,,,d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Clicky|f:CostV1
d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Clicky|f:CostV2,,120234738665930563,,,d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Clicky|f:CostV2
d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Clicky|f:Window1,https://scontent-ord5-2.xx.fbcdn.net/v/t45.1600-4/552209037_819862010609125_2378501332386822715_n.png?stp=dst-jpg_tt6&_nc_cat=104&ccb=1-7&_nc_sid=890911&_nc_ohc=wiDhxkisKIIQ7kNvwGcpMSX&_nc_oc=AdnsCOtyKi8Edg8D6Wsy-T8e8_CYiXDF3KiGen14V_hPWEY6EKY11PiyxeMNImMGslA&_nc_zt=1&_nc_ht=scontent-ord5-2.xx&edm=AAT1rw8EAAAA&_nc_gid=X8NrY_UzReCZILMDuzTv-A&oh=00_AfdOjGSDLP1YyI-bQKxmVwRN_g3QCUQ9mkUKkzOf1emZmA&oe=68ED32F6,120234392848380563,,,d:Ad|c:Windows|b:RBA|s:Internal|ty:Image|st:Clicky|f:Window1
